Time	Channel A	Channel B
(us)	(V)	(mV)

-4.96083021	0.00000000	3.17392500
-4.92083021	0.00000000	1.58696200
-4.88083021	-0.00793481	0.00000000
-4.84083021	0.00000000	1.58696200
-4.80083021	0.00000000	0.00000000
-4.76083021	0.00000000	0.00000000
-4.72083021	0.00000000	0.00000000
-4.68083021	0.00000000	-1.58696200
-4.64083021	0.00000000	0.00000000
-4.60083021	0.00000000	0.00000000
-4.56083021	0.00000000	-1.58696200
-4.52083021	0.00000000	0.00000000
-4.48083021	0.00000000	-1.58696200
-4.44083021	0.00000000	-1.58696200
-4.40083021	0.00000000	0.00000000
-4.36083021	0.00000000	0.00000000
-4.32083021	0.00000000	0.00000000
-4.28083021	0.00000000	0.00000000
-4.24083021	0.00000000	0.00000000
-4.20083022	0.00000000	-1.58696200
-4.16083022	0.00000000	0.00000000
-4.12083022	0.00000000	0.00000000
-4.08083022	0.00000000	0.00000000
-4.04083022	0.00000000	0.00000000
-4.00083022	0.00000000	0.00000000
-3.96083022	0.00000000	1.58696200
-3.92083022	0.00000000	0.00000000
-3.88083022	0.00000000	1.58696200
-3.84083022	0.00000000	1.58696200
-3.80083022	0.00000000	1.58696200
-3.76083022	0.00000000	0.00000000
-3.72083022	0.00000000	0.00000000
-3.68083022	0.00000000	0.00000000
-3.64083022	0.00000000	0.00000000
-3.60083022	0.00000000	0.00000000
-3.56083022	0.00000000	1.58696200
-3.52083022	-0.00793481	1.58696200
-3.48083022	0.00000000	1.58696200
-3.44083022	0.00000000	0.00000000
-3.40083022	-0.00793481	1.58696200
-3.36083022	0.00000000	0.00000000
-3.32083022	0.00000000	0.00000000
-3.28083022	-0.00793481	0.00000000
-3.24083022	-0.00793481	0.00000000
-3.20083022	0.00000000	0.00000000
-3.16083022	-0.00793481	3.17392500
-3.12083022	0.00000000	0.00000000
-3.08083022	0.00000000	0.00000000
-3.04083022	0.00000000	0.00000000
-3.00083022	0.00000000	0.00000000
-2.96083022	-0.00793481	0.00000000
-2.92083022	-0.00793481	1.58696200
-2.88083022	0.00000000	0.00000000
-2.84083022	-0.00793481	-1.58696200
-2.80083022	-0.00793481	-1.58696200
-2.76083022	0.00000000	-1.58696200
-2.72083022	0.00000000	-1.58696200
-2.68083022	0.00000000	-1.58696200
-2.64083022	0.00000000	-3.17392500
-2.60083022	-0.00793481	0.00000000
-2.56083023	-0.00793481	-1.58696200
-2.52083023	0.00000000	0.00000000
-2.48083023	0.00000000	0.00000000
-2.44083023	0.00000000	0.00000000
-2.40083023	0.00000000	1.58696200
-2.36083023	0.00000000	1.58696200
-2.32083023	0.00000000	1.58696200
-2.28083023	0.00000000	1.58696200
-2.24083023	0.00000000	1.58696200
-2.20083023	0.00000000	0.00000000
-2.16083023	0.00000000	1.58696200
-2.12083023	0.00000000	1.58696200
-2.08083023	0.00000000	1.58696200
-2.04083023	-0.00793481	0.00000000
-2.00083023	0.00000000	0.00000000
-1.96083023	0.00000000	0.00000000
-1.92083023	0.00000000	1.58696200
