Time	Channel A	Channel B
(us)	(mV)	(mV)

-1.00262200	7.93481200	11.90222000
-0.99762200	7.93481200	11.90222000
-0.99262200	7.93481200	11.90222000
-0.98762200	7.93481200	11.90222000
-0.98262200	7.93481200	11.96325000
-0.97762200	7.93481200	12.19214000
-0.97262200	7.93481200	11.07822000
-0.96762200	7.93481200	8.75881200
-0.96262200	7.93481200	7.58384900
-0.95762200	7.93481200	7.58384900
-0.95262200	7.93481200	8.81984900
-0.94762200	7.93481200	11.36814000
-0.94262200	7.93481200	11.36814000
-0.93762200	7.93481200	8.81984900
-0.93262200	7.93481200	7.64488600
-0.92762200	7.93481200	7.87377500
-0.92262200	7.93481200	7.87377500
-0.91762200	7.93481200	7.64488600
-0.91262200	7.93481200	8.81984900
-0.90762200	7.93481200	11.36814000
-0.90262200	7.93481200	11.36814000
-0.89762200	7.93481200	8.81984900
-0.89262200	7.93481200	7.64488600
-0.88762200	7.93481200	7.87377500
-0.88262200	7.93481200	7.93481200
-0.87762200	7.93481200	7.93481200
-0.87262200	7.93481200	7.93481200
-0.86762200	7.93481200	7.93481200
-0.86262200	7.93481200	7.93481200
-0.85762200	7.93481200	7.93481200
-0.85262200	7.93481200	7.93481200
-0.84762200	7.93481200	7.93481200
-0.84262200	7.93481200	7.93481200
-0.83762200	7.93481200	7.93481200
-0.83262200	7.93481200	7.93481200
-0.82762200	7.93481200	7.93481200
-0.82262200	7.93481200	7.93481200
-0.81762200	7.93481200	7.93481200
-0.81262200	7.93481200	7.93481200
-0.80762200	7.93481200	7.93481200
-0.80262200	7.93481200	7.93481200
-0.79762200	7.93481200	7.93481200
-0.79262200	7.93481200	7.93481200
-0.78762200	7.93481200	7.93481200
-0.78262200	7.93481200	7.93481200
-0.77762200	7.93481200	7.93481200
-0.77262200	7.93481200	7.93481200
-0.76762200	7.93481200	7.93481200
-0.76262200	7.93481200	7.93481200
-0.75762200	7.93481200	7.93481200
-0.75262200	7.93481200	7.93481200
-0.74762200	7.93481200	7.93481200
-0.74262200	7.93481200	7.93481200
-0.73762200	7.93481200	7.93481200
-0.73262200	7.93481200	7.93481200
-0.72762200	7.93481200	7.93481200
-0.72262200	7.93481200	7.93481200
-0.71762200	7.93481200	7.93481200
-0.71262200	7.93481200	7.93481200
-0.70762200	7.93481200	7.93481200
-0.70262200	7.93481200	7.93481200
-0.69762200	7.93481200	7.93481200
-0.69262200	7.93481200	7.93481200
-0.68762200	7.93481200	7.93481200
