Time	Channel A	Channel B
(us)	(V)	(mV)

-1.01021696	-0.00793481	-7.60521200
-1.00521696	-0.00793481	-6.67745000
-1.00021696	-0.00793481	-6.20746500
-0.99521696	-0.00793481	-6.20746500
-0.99021696	-0.00793481	-6.67745000
-0.98521696	-0.00793481	-7.60521200
-0.98021696	-0.00793481	-8.07519700
-0.97521696	-0.00793481	-8.07519700
-0.97021696	-0.00793481	-7.60521200
-0.96521696	-0.00793481	-6.67745000
-0.96021696	-0.00793481	-6.20746500
-0.95521696	-0.00793481	-6.20746500
-0.95021696	-0.00793481	-6.65303500
-0.94521696	-0.00793481	-7.48924200
-0.94021696	-0.00793481	-8.40479800
-0.93521696	-0.00793481	-9.33256100
-0.93021696	-0.00793481	-9.28373100
-0.92521696	-0.00793481	-8.17285700
-0.92021696	-0.00793481	-8.12402700
-0.91521696	-0.00793481	-9.05179000
-0.91021696	-0.00793481	-9.99175900
-0.90521696	-0.00793481	-10.91952000
-0.90021696	-0.00793481	-10.89511000
-0.89521696	-0.00793481	-9.87579000
-0.89021696	-0.00793481	-9.40580500
-0.88521696	-0.00793481	-9.49735900
-0.88021696	-0.00793481	-9.49735900
-0.87521696	-0.00793481	-9.40580500
-0.87021696	-0.00793481	-9.87579000
-0.86521696	-0.00793481	-10.89511000
-0.86021696	-0.00793481	-10.91952000
-0.85521696	-0.00793481	-9.99175900
-0.85021696	-0.00793481	-9.05179000
-0.84521696	-0.00793481	-8.12402700
-0.84021696	-0.00793481	-8.14844100
-0.83521696	-0.00793481	-9.16776000
-0.83021696	-0.00793481	-9.63774600
-0.82521696	-0.00793481	-9.54619000
-0.82021696	-0.00793481	-9.52177400
-0.81521696	-0.00793481	-9.52177400
-0.81021696	-0.00793481	-9.52177400
-0.80521696	-0.00793481	-9.52177400
-0.80021696	-0.00793481	-9.52177400
-0.79521696	-0.00793481	-9.52177400
-0.79021696	-0.00793481	-9.54619000
-0.78521696	-0.00793481	-9.63774600
-0.78021696	-0.00793481	-9.16776000
-0.77521696	-0.00793481	-8.14844100
-0.77021696	-0.00793481	-8.14844100
-0.76521696	-0.00793481	-9.16776000
-0.76021696	-0.00793481	-9.63774600
-0.75521696	-0.00793481	-9.54619000
-0.75021696	-0.00793481	-9.52177400
-0.74521696	-0.00793481	-9.52177400
-0.74021696	-0.00793481	-9.54619000
-0.73521696	-0.00793481	-9.63774600
-0.73021696	-0.00793481	-9.19217500
-0.72521696	-0.00793481	-8.26441300
-0.72021696	-0.00793481	-7.81884200
-0.71521696	-0.00793481	-7.91039800
-0.71021696	-0.00793481	-7.95922800
-0.70521696	-0.00793481	-8.05078300
-0.70021696	-0.00793481	-7.60521200
-0.69521696	-0.00793481	-6.67745000
-0.69021696	-0.00793481	-6.20746500
-0.68521696	-0.00793481	-6.20746500
-0.68021696	-0.00793481	-6.67745000
-0.67521696	-0.00793481	-7.60521200
-0.67021696	-0.00793481	-8.07519700
-0.66521696	-0.00793481	-8.07519700
