Time,Channel A,Channel B
(us),(mV),(mV)

-1.00879303,0.28992580,-0.11597030
-1.00379303,0.06103702,-0.02441481
-0.99879303,0.00000000,0.00000000
-0.99379303,0.00000000,0.00000000
-0.98879303,0.06103702,0.02441481
-0.98379303,0.28992580,0.11597030
-0.97879303,-0.88503670,-0.35401470
-0.97379303,-3.43333200,-1.37333300
-0.96879303,-3.37229500,-1.37333300
-0.96379303,-0.59511090,-0.35401470
-0.95879303,-0.59511090,0.09155553
-0.95379303,-3.37229500,-0.09155553
-0.94879303,-3.43333200,0.32959990
-0.94379303,-0.88503670,1.25736300
-0.93879303,0.28992580,1.72734800
-0.93379303,0.06103702,1.72734800
-0.92879303,0.00000000,1.25736300
-0.92379303,0.00000000,0.32959990
-0.91879303,0.06103702,-0.11597030
-0.91379303,0.28992580,-0.02441481
-0.90879303,-0.88503670,-0.02441481
-0.90379303,-3.43333200,-0.11597030
-0.89879303,-3.43333200,0.32959990
-0.89379303,-0.88503670,1.25736300
-0.88879303,0.28992580,1.70293300
-0.88379303,0.06103702,1.61137700
-0.87879303,0.00000000,1.56254800
-0.87379303,0.00000000,1.47099200
-0.86879303,0.06103702,1.91656200
-0.86379303,0.28992580,2.84432500
-0.85879303,-0.88503670,3.28989500
-0.85379303,-3.43333200,3.19834000
-0.84879303,-3.43333200,3.19834000
-0.84379303,-0.88503670,3.28989500
-0.83879303,0.28992580,2.84432500
-0.83379303,0.06103702,1.91656200
-0.82879303,0.06103702,1.47099200
-0.82379303,0.28992580,1.56254800
-0.81879303,-0.88503670,1.58696200
-0.81379303,-3.43333200,1.58696200
-0.80879303,-3.43333200,1.61137700
-0.80379303,-0.88503670,1.70293300
-0.79879303,0.28992580,1.23294800
-0.79379303,0.06103702,0.21362960
-0.78879303,0.00000000,0.23804440
-0.78379303,0.00000000,1.34891800
-0.77879303,0.06103702,1.34891800
-0.77379303,0.28992580,0.23804440
-0.76879303,-0.88503670,0.23804440
-0.76379303,-3.43333200,1.34891800
-0.75879303,-3.37229500,1.37333300
-0.75379303,-0.59511090,0.35401470
-0.74879303,-0.59511090,-0.11597030
-0.74379303,-3.37229500,-0.02441481
-0.73879303,-3.43333200,0.00000000
-0.73379303,-0.88503670,0.00000000
-0.72879303,0.28992580,0.02441481
-0.72379303,0.06103702,0.11597030
-0.71879303,0.00000000,-0.32959990
-0.71379303,0.00000000,-1.25736300
-0.70879303,0.06103702,-1.70293300
-0.70379303,0.28992580,-1.61137700
