Time,Channel A,Channel B
(us),(mV),(mV)

-1.01143204,0.00000000,1.58696200
-1.00643204,0.00000000,1.58696200
-1.00143204,0.00000000,1.58696200
-0.99643204,0.00000000,1.58696200
-0.99143204,0.00000000,1.61137700
-0.98643204,0.00000000,1.70293300
-0.98143204,0.00000000,1.25736300
-0.97643204,0.00000000,0.32959990
-0.97143205,0.00000000,-0.11597030
-0.96643205,0.00000000,-0.02441481
-0.96143205,0.00000000,-0.02441481
-0.95643205,0.00000000,-0.11597030
-0.95143205,0.00000000,0.32959990
-0.94643205,0.00000000,1.25736300
-0.94143205,0.00000000,1.72734800
-0.93643205,0.00000000,1.72734800
-0.93143205,0.00000000,1.23294800
-0.92643205,0.00000000,0.21362960
-0.92143205,0.00000000,0.23804440
-0.91643205,0.00000000,1.34891800
-0.91143205,0.00000000,1.37333300
-0.90643205,0.00000000,0.35401470
-0.90143205,0.00000000,-0.11597030
-0.89643205,0.00000000,-0.02441481
-0.89143205,0.00000000,0.00000000
-0.88643205,0.00000000,0.00000000
-0.88143205,0.00000000,0.00000000
-0.87643205,0.00000000,0.00000000
-0.87143205,0.00000000,0.02441481
-0.86643205,0.00000000,0.11597030
-0.86143205,0.00000000,-0.35401470
-0.85643205,0.00000000,-1.37333300
-0.85143205,0.00000000,-1.34891800
-0.84643205,0.00000000,-0.23804440
-0.84143205,0.00000000,-0.23804440
-0.83643205,0.00000000,-1.34891800
-0.83143205,0.00000000,-1.37333300
-0.82643205,0.00000000,-0.35401470
-0.82143205,0.00000000,0.11597030
-0.81643205,0.00000000,0.02441481
-0.81143205,0.00000000,0.00000000
-0.80643205,0.00000000,0.00000000
-0.80143205,0.00000000,0.00000000
-0.79643205,0.00000000,0.00000000
-0.79143205,0.00000000,-0.02441481
-0.78643205,0.00000000,-0.11597030
-0.78143205,0.00000000,0.35401470
-0.77643205,0.00000000,1.37333300
-0.77143205,0.00000000,1.37333300
-0.76643205,0.00000000,0.35401470
-0.76143205,0.00000000,-0.11597030
-0.75643205,0.00000000,-0.02441481
-0.75143205,0.00000000,0.00000000
-0.74643205,0.00000000,0.00000000
-0.74143205,0.00000000,0.00000000
-0.73643205,0.00000000,0.00000000
-0.73143205,0.00000000,0.00000000
-0.72643205,0.00000000,0.00000000
-0.72143205,0.00000000,-0.02441481
-0.71643205,0.00000000,-0.11597030
-0.71143205,0.00000000,0.32959990
-0.70643205,0.00000000,1.25736300
-0.70143205,0.00000000,1.70293300
