Time,Channel A,Channel B
(us),(mV),(mV)

-1.01174105,-3.37229500,-2.41096200
-1.00674105,-0.59511090,-4.35804300
-1.00174105,-0.53407390,-4.35804300
-0.99674105,-3.08236900,-2.41096200
-0.99174105,-4.25733200,-1.00100700
-0.98674105,-4.02844300,-0.16479990
-0.98174105,-3.96740600,-0.21362960
-0.97674105,-3.96740600,-1.23294800
-0.97174105,-3.96740600,-1.72734800
-0.96674105,-3.96740600,-1.72734800
-0.96174105,-3.96740600,-1.28177700
-0.95674105,-3.96740600,-0.44557020
-0.95174105,-4.02844300,0.44557020
-0.94674105,-4.25733200,1.28177700
-0.94174105,-3.14340600,1.72734800
-0.93674105,-0.82399970,1.72734800
-0.93174105,0.35096280,1.25736300
-0.92674105,0.35096280,0.32959990
-0.92174105,-0.88503670,-0.14038510
-0.91674105,-3.43333200,-0.14038510
-0.91174105,-3.43333200,0.32959990
-0.90674105,-0.88503670,1.25736300
-0.90174105,0.28992580,1.72734800
-0.89674105,0.06103702,1.72734800
-0.89174105,0.00000000,1.25736300
-0.88674105,0.00000000,0.32959990
-0.88174105,0.00000000,-0.11597030
-0.87674105,0.00000000,-0.02441481
-0.87174105,0.00000000,0.02441481
-0.86674105,0.00000000,0.11597030
-0.86174105,0.06103702,-0.35401470
-0.85674105,0.28992580,-1.37333300
-0.85174105,-0.82399970,-1.32450300
-0.84674105,-3.14340600,-0.12207400
-0.84174105,-4.31836900,-0.56764430
-0.83674105,-4.31836900,-2.60628100
-0.83174105,-3.08236900,-3.07626600
-0.82674105,-0.53407390,-1.96539200
-0.82174105,-0.53407390,-1.47099200
-0.81674105,-3.08236900,-1.56254800
-0.81174105,-4.25733200,-1.58696200
-0.80674105,-4.02844300,-1.58696200
-0.80174105,-3.96740600,-1.58696200
-0.79674105,-3.96740600,-1.58696200
-0.79174105,-3.96740600,-1.56254800
-0.78674105,-3.96740600,-1.47099200
-0.78174105,-3.96740600,-1.94097700
-0.77674105,-3.96740600,-2.96029500
-0.77174105,-4.02844300,-2.96029500
-0.76674105,-4.25733200,-1.94097700
-0.76174105,-3.14340600,-1.47099200
-0.75674105,-0.82399970,-1.56254800
-0.75174105,0.28992580,-1.58696200
-0.74674105,0.06103702,-1.58696200
-0.74174105,0.00000000,-1.61137700
-0.73674105,0.00000000,-1.70293300
-0.73174105,0.00000000,-1.23294800
-0.72674105,0.00000000,-0.21362960
-0.72174105,0.00000000,-0.21362960
-0.71674105,0.00000000,-1.23294800
