Time,Channel A,Channel B
(us),(mV),(mV)

-1.00417405,3.96740600,4.76088700
-0.99917405,3.96740600,4.76088700
-0.99417405,3.96740600,4.73647300
-0.98917405,3.96740600,4.64491700
-0.98417405,3.96740600,5.11490200
-0.97917405,3.96740600,6.13422100
-0.97417405,3.96740600,6.13422100
-0.96917405,3.96740600,5.11490200
-0.96417405,3.96740600,4.62050200
-0.95917405,3.96740600,4.62050200
-0.95417405,3.96740600,5.11490200
-0.94917405,3.96740600,6.13422100
-0.94417405,3.96740600,6.10980600
-0.93917405,3.96740600,4.99893200
-0.93417405,3.96740600,4.97451700
-0.92917405,3.96740600,5.99383500
-0.92417405,3.96740600,6.46382000
-0.91917405,3.96740600,6.37226500
-0.91417405,3.96740600,6.34785000
-0.90917405,3.96740600,6.34785000
-0.90417405,3.96740600,6.34785000
-0.89917405,3.96740600,6.34785000
-0.89417405,3.96740600,6.34785000
-0.88917405,3.96740600,6.34785000
-0.88417405,3.96740600,6.34785000
-0.87917405,3.96740600,6.34785000
-0.87417405,3.96740600,6.32343500
-0.86917405,3.96740600,6.23187900
-0.86417405,3.96740600,6.75069400
-0.85917405,3.96740600,7.95312400
-0.85417405,3.96740600,7.01315400
-0.84917405,3.96740600,3.95519900
-0.84417405,3.96740600,3.46079900
-0.83917405,3.96740600,5.49943500
-0.83417405,3.96740600,6.93380500
-0.82917405,3.96740600,7.77001200
-0.82417405,3.96740600,7.72118300
-0.81917405,3.96740600,6.70186400
-0.81417405,3.96740600,6.23187900
-0.80917405,3.96740600,6.32343500
-0.80417405,3.96740600,6.34785000
-0.79917405,3.96740600,6.34785000
-0.79417405,3.96740600,6.34785000
-0.78917405,3.96740600,6.34785000
-0.78417405,3.96740600,6.34785000
-0.77917405,3.96740600,6.34785000
-0.77417405,3.96740600,6.34785000
-0.76917405,3.96740600,6.34785000
-0.76417405,3.96740600,6.34785000
-0.75917405,3.96740600,6.34785000
-0.75417405,3.96740600,6.37226500
-0.74917405,3.96740600,6.46382000
-0.74417405,3.96740600,6.01825000
-0.73917405,3.96740600,5.09048700
-0.73417405,3.96740600,4.62050200
-0.72917405,3.96740600,4.62050200
-0.72417405,3.96740600,5.11490200
-0.71917405,3.96740600,6.13422100
-0.71417405,3.96740600,6.13422100
-0.70917405,3.96740600,5.11490200
-0.70417405,3.96740600,4.64491700
-0.69917405,3.96740600,4.73647300
-0.69417405,3.96740600,4.73647300
-0.68917405,3.96740600,4.64491700
