Time,Channel A,Channel B
(us),(mV),(mV)

-1.00732897,0.06103702,-1.72734800
-1.00232897,0.28992580,-1.72734800
-0.99732897,-0.88503670,-1.23294800
-0.99232897,-3.43333200,-0.21362960
-0.98732897,-3.43333200,-0.23804440
-0.98232897,-0.88503670,-1.34891800
-0.97732897,0.28992580,-1.34891800
-0.97232897,0.06103702,-0.23804440
-0.96732897,0.00000000,-0.21362960
-0.96232897,0.00000000,-1.23294800
-0.95732897,0.00000000,-1.72734800
-0.95232897,0.00000000,-1.72734800
-0.94732897,0.06103702,-1.25736300
-0.94232897,0.28992580,-0.32959990
-0.93732897,-0.88503670,0.11597030
-0.93232897,-3.43333200,0.02441481
-0.92732897,-3.43333200,0.00000000
-0.92232897,-0.88503670,0.00000000
-0.91732897,0.28992580,0.00000000
-0.91232897,0.06103702,0.00000000
-0.90732897,0.00000000,-0.02441481
-0.90232897,0.00000000,-0.11597030
-0.89732897,0.00000000,0.32959990
-0.89232897,0.00000000,1.25736300
-0.88732897,0.00000000,1.70293300
-0.88232897,0.00000000,1.61137700
-0.87732897,0.06103702,1.56254800
-0.87232897,0.28992580,1.47099200
-0.86732897,-0.88503670,1.94097700
-0.86232897,-3.43333200,2.96029500
-0.85732897,-3.43333200,2.96029500
-0.85232897,-0.88503670,1.94097700
-0.84732897,0.28992580,1.47099200
-0.84232897,0.06103702,1.56254800
-0.83732897,0.00000000,1.58696200
-0.83232897,0.00000000,1.58696200
-0.82732897,0.06103702,1.58696200
-0.82232897,0.28992580,1.58696200
-0.81732897,-0.88503670,1.58696200
-0.81232897,-3.43333200,1.58696200
-0.80732897,-3.37229500,1.58696200
-0.80232897,-0.59511090,1.58696200
-0.79732897,-0.59511090,1.56254800
-0.79232897,-3.37229500,1.47099200
-0.78732897,-3.37229500,1.94097700
-0.78232897,-0.59511090,2.96029500
-0.77732897,-0.59511090,2.96029500
-0.77232897,-3.37229500,1.94097700
-0.76732897,-3.43333200,1.49540700
-0.76232897,-0.88503670,1.67851800
-0.75732897,0.28992580,1.23294800
-0.75232897,0.06103702,0.21362960
-0.74732897,0.06103702,0.23804440
-0.74232897,0.28992580,1.34891800
-0.73732897,-0.88503670,1.37333300
-0.73232897,-3.43333200,0.35401470
-0.72732897,-3.43333200,-0.11597030
-0.72232897,-0.88503670,-0.02441481
-0.71732897,0.35096280,0.00000000
-0.71232897,0.35096280,0.00000000
-0.70732897,-0.88503670,0.00000000
-0.70232897,-3.43333200,0.00000000
