Time	Channel A	Channel B
(us)	(mV)	(mV)

-1.00980905	4.02844300	3.96740600
-1.00480905	4.25733200	3.96740600
-0.99980905	3.08236900	3.96740600
-0.99480905	0.53407390	3.96740600
-0.98980905	0.53407390	3.96740600
-0.98480905	3.08236900	3.96740600
-0.97980905	4.25733200	3.96740600
-0.97480905	4.02844300	3.96740600
-0.96980905	3.96740600	4.02844300
-0.96480905	3.96740600	4.25733200
-0.95980905	3.96740600	3.08236900
-0.95480905	3.96740600	0.53407390
-0.94980905	3.96740600	0.59511090
-0.94480905	3.96740600	3.37229500
-0.93980905	3.96740600	3.37229500
-0.93480905	3.96740600	0.59511090
-0.92980905	3.96740600	0.59511090
-0.92480905	3.96740600	3.37229500
-0.91980905	3.96740600	3.37229500
-0.91480905	3.96740600	0.59511090
-0.90980905	3.96740600	0.53407390
-0.90480905	3.96740600	3.08236900
-0.89980905	3.96740600	4.25733200
-0.89480905	3.96740600	4.02844300
-0.88980905	3.96740600	3.96740600
-0.88480905	3.96740600	3.96740600
-0.87980905	3.96740600	3.96740600
-0.87480905	3.96740600	3.96740600
-0.86980905	3.96740600	3.96740600
-0.86480905	3.96740600	3.96740600
-0.85980905	3.96740600	3.96740600
-0.85480905	3.96740600	3.96740600
-0.84980905	3.96740600	3.96740600
-0.84480905	3.96740600	3.96740600
-0.83980905	3.96740600	3.96740600
-0.83480905	3.96740600	3.96740600
-0.82980905	3.96740600	3.96740600
-0.82480905	3.96740600	3.96740600
-0.81980905	3.96740600	3.96740600
-0.81480905	3.96740600	3.96740600
-0.80980905	3.96740600	3.96740600
-0.80480905	3.96740600	3.96740600
-0.79980905	3.96740600	3.96740600
-0.79480905	3.96740600	3.96740600
-0.78980905	3.96740600	3.96740600
-0.78480905	3.96740600	3.96740600
-0.77980905	3.96740600	3.96740600
-0.77480905	3.96740600	3.96740600
-0.76980905	3.96740600	3.96740600
-0.76480905	3.96740600	3.96740600
-0.75980905	3.96740600	3.96740600
-0.75480905	3.96740600	3.96740600
-0.74980905	3.96740600	3.96740600
-0.74480905	3.96740600	3.96740600
-0.73980905	3.96740600	3.96740600
-0.73480905	3.96740600	3.96740600
-0.72980905	3.96740600	3.96740600
-0.72480905	3.96740600	3.96740600
-0.71980905	3.96740600	4.02844300
-0.71480905	3.96740600	4.25733200
-0.70980905	3.96740600	3.08236900
-0.70480905	3.96740600	0.53407390
-0.69980905	3.96740600	0.53407390
-0.69480905	3.96740600	3.08236900
